"Story","Title","Result","Date","Stability","Duration (s)"
"Cancelacion de credito en la plataforma de gestion Efectigo","Cancelar credito","SUCCESS","2023-02-24T15:49:49.6576224-05:00[America/Bogota]","0.0","55.58"
