"Story","Title","Result","Date","Stability","Duration (s)"
"Cancelacion de credito en la plataforma de gestion Efectigo","Cancelar credito","ERROR","2023-02-24T15:48:59.8612063-05:00[America/Bogota]","0.0","30.36"
